OBJECTID,NAME,UFID,TYPE,TSA,STREET,CITY,COUNTY,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,PublicPhone,WEBSITE,RemoveRecord,HOURSOFOPERATION,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
1754,Kroger Pharmacy 307,25205590,Pharmacy,,15802 Champion Forest Dr,Spring,Harris,0,0,0,0,0,0,0,(281) 370-9481,http://www.kroger.com/stores/details/034/00307?cid=loc_03400307PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/14/2021      ,09:31:30        ,-95.533353,30.002586
1755,Kroger Pharmacy 744,25205738,Pharmacy,,3135 Fm 528,Friendswood,Galveston,0,0,0,0,0,0,0,(281) 557-4894,http://www.kroger.com/stores/details/034/00744?cid=loc_03400744PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,14:13:50        ,-95.227109,29.464546
1756,Kroger Pharmacy 824,25205743,Pharmacy,,1820 N Loy Lake Rd,Sherman,Grayson,0,0,0,0,0,0,0,(903) 868-1565,http://www.kroger.com/stores/details/035/00824?cid=loc_03500824PP_gmb,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 11:00 AM – 6:00 PM",01/11/2021      ,08:18:29        ,-96.606414,33.655629
1757,Kroger Pharmacy 572,25296331,Pharmacy,,3400 Fm 407 E,Argyle,Denton,0,0,0,0,0,0,0,(940) 294-8332,http://www.kroger.com/stores/details/035/00572?cid=loc_03500572PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,08:59:39        ,-97.129116,33.076163
1758,Kroger Pharmacy 570,25205707,Pharmacy,,5021 Teasley Ln,Denton,Denton,0,0,0,0,0,0,0,(940) 380-4111,http://www.kroger.com/stores/details/035/00570?cid=loc_03500570PP_gmb,,,01/15/2021      ,19:32:50        ,-97.101884,33.145826
1759,Kroger Pharmacy 587,25205716,Pharmacy,,3939 Frankford Rd,Dallas,Denton,0,0,0,0,0,0,0,(972) 662-1011,http://www.kroger.com/stores/details/035/00587?cid=loc_03500587PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,09:49:07        ,-96.845822,32.997067
1760,Kroger Pharmacy 580,25233218,Pharmacy,,2671 Little Elm Pkwy,Little Elm,Denton,0,0,0,0,0,0,0,(469) 888-5519,http://www.kroger.com/stores/details/035/00580?cid=loc_03500580PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,08:36:58        ,-96.892169,33.169158
1761,Kroger Pharmacy 460,25205671,Pharmacy,,4038 Old Denton Rd,Carrollton,Denton,0,0,0,0,0,0,0,(972) 512-3366,http://www.kroger.com/stores/details/029/00391?cid=loc_02900391PP_gmb,,,01/11/2021      ,08:48:54        ,-96.91509,33.018951
1762,Kroger Pharmacy 493,25205679,Pharmacy,,500 W University Dr,Denton,Denton,0,0,0,0,0,0,0,(940) 383-3512,http://www.kroger.com/stores/details/011/00493?cid=loc_01100493PP_gmb,,"Monday: 8:00 AM – 7:00 PM,Tuesday: 8:00 AM – 7:00 PM,Wednesday: 8:00 AM – 7:00 PM,Thursday: 8:00 AM – 7:00 PM,Friday: 8:00 AM – 7:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,21:52:42        ,-97.137772,33.23093
1763,Kroger Pharmacy 586,25205715,Pharmacy,,1592 S Loop 288,Denton,Denton,0,0,0,0,0,0,0,(940) 566-5252,http://www.kroger.com/stores/details/035/00586?cid=loc_03500586PP_gmb,,,01/15/2021      ,07:51:16        ,-97.094895,33.193854
1764,Kroger Pharmacy 492,25205678,Pharmacy,,11925 Elam Rd,Balch Springs,Dallas,0,0,0,0,0,0,0,(972) 557-2567,http://www.kroger.com/stores/details/035/00492?cid=loc_03500492PP_gmb,,,01/16/2021      ,00:17:12        ,-96.620879,32.719433
1765,Kroger Pharmacy 429,25205660,Pharmacy,,2201 W Grauwyler Rd,Irving,Dallas,0,0,0,0,0,0,0,(972) 790-5747,http://www.kroger.com/stores/details/035/00429?cid=loc_03500429PP_gmb,,,01/16/2021      ,11:05:37        ,-96.974708,32.828986
1766,Kroger Pharmacy 689,25205723,Pharmacy,,17194 Preston Road,Dallas,Dallas,0,0,0,0,0,0,0,(972) 931-9371,http://www.kroger.com/stores/details/035/00689?cid=loc_03500689PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,08:58:44        ,-96.800701,32.983896
1767,Kroger Pharmacy 402,25205654,Pharmacy,,3612 N Belt Line Rd,Irving,Dallas,0,0,0,0,0,0,0,(972) 252-6450,http://www.kroger.com/stores/details/035/00402?cid=loc_03500402PP_gmb,,,01/15/2021      ,11:48:11        ,-96.991988,32.855356
1768,Kroger Pharmacy 213,25205576,Pharmacy,,752 Wynnewood Village Shp Ctr,Dallas,Dallas,0,0,0,0,0,0,0,(214) 942-3191,http://www.kroger.com/stores/details/035/00213?cid=loc_03500213PP_gmb,,,01/14/2021      ,14:44:25        ,-96.83233,32.721619
1769,Kroger Pharmacy 529,25287565,Pharmacy,,4241 Capitol Ave,Dallas,Dallas,0,0,0,0,0,0,0,(972)338-3101,http://www.kroger.com/stores/details/034/00352?cid=loc_03400352PP_gmb,,,01/16/2021      ,09:20:44        ,-96.787304,32.807128
1770,Kroger Pharmacy 191,25205574,Pharmacy,,313 E Pioneer Pkwy,Grand Prairie,Dallas,0,0,0,0,0,0,0,(972) 264-3011,http://www.kroger.com/stores/details/035/00191?cid=loc_03500191PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/11/2021      ,10:14:11        ,-97.001096,32.709302
1771,Kroger Pharmacy 893,25205749,Pharmacy,,1919 Faithon P Lucas Blvd,Mesquite,Dallas,0,0,0,0,0,0,0,(469) 726-0013,http://www.kroger.com/stores/details/035/00893?cid=loc_03500893PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/12/2021      ,14:29:04        ,-96.552489,32.743858
1772,Kroger Pharmacy 403,25205655,Pharmacy,,532 W Interstate 30,Garland,Dallas,0,0,0,0,0,0,0,(972) 226-1132,http://www.kroger.com/stores/details/035/00403?cid=loc_03500403PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,18:29:23        ,-96.598346,32.838503
1773,Kroger Pharmacy 528,25205690,Pharmacy,,4142 Cedar Springs Rd,Dallas,Dallas,0,0,0,0,0,0,0,(214)599-9861,http://www.kroger.com/stores/details/034/00744?cid=loc_03400744PP_gmb,,,01/16/2021      ,09:09:40        ,-96.81312,32.812519
1774,Kroger Pharmacy 495,25205680,Pharmacy,,515 S Macarthur Blvd,Irving,Dallas,0,0,0,0,0,0,0,(972) 254-9105,http://www.kroger.com/stores/details/035/00495?cid=loc_03500495PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,08:54:39        ,-96.960078,32.809483
1775,Kroger Pharmacy 577,25205709,Pharmacy,,7505 N Macarthur Blvd,Irving,Dallas,0,0,0,0,0,0,0,(972) 373-8158,http://www.kroger.com/stores/details/035/00577?cid=loc_03500577PP_gmb,,,01/16/2021      ,10:19:00        ,-96.958877,32.909052
1776,Kroger Pharmacy 559,25205702,Pharmacy,,1406 W Walnut St,Garland,Dallas,0,0,0,0,0,0,0,(972) 494-3306,http://www.kroger.com/stores/details/035/00559?cid=loc_03500559PP_gmb,,,01/14/2021      ,09:18:22        ,-96.649879,32.916232
1777,Kroger Pharmacy 450,25205668,Pharmacy,,3600 Gus Thomasson Road,Mesquite,Dallas,0,0,0,0,0,0,0,(972) 270-2401,http://www.kroger.com/stores/details/035/00450?cid=loc_03500450PP_gmb,,,01/12/2021      ,11:47:29        ,-96.634894,32.813627
1778,Kroger Pharmacy 461,25205672,Pharmacy,,5190 Highway 78,Sachse,Dallas,0,0,0,0,0,0,0,(972) 675-1066,http://www.kroger.com/stores/details/011/00461?cid=loc_01100461PP_gmb,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,08:44:21        ,-96.60468,32.970193
1779,Kroger Pharmacy 511,25205681,Pharmacy,,10677 E Northwest Hwy,Dallas,Dallas,0,0,0,0,0,0,0,(214) 553-0997,http://www.kroger.com/stores/details/035/00511?cid=loc_03500511PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/10/2021      ,16:19:20        ,-96.701536,32.864327
1780,Kroger Pharmacy 567,25205705,Pharmacy,,2901 Lake Forest Dr,Mckinney,Collin,0,0,0,0,0,0,0,(972) 540-1172,http://www.kroger.com/stores/details/026/00567?cid=loc_02600567PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,10:30:34        ,-96.681936,33.174562
1781,Kroger Pharmacy 548,25205700,Pharmacy,,1210 N Greenville Ave,Allen,Collin,0,0,0,0,0,0,0,(214) 383-7100,https://www.kroger.com/stores/details/035/00548?cid=loc_03500548_gmb,,"Monday: 6:00 AM – 1:00 AM,Tuesday: 6:00 AM – 1:00 AM,Wednesday: 6:00 AM – 1:00 AM,Thursday: 6:00 AM – 1:00 AM,Friday: 6:00 AM – 1:00 AM,Saturday: 6:00 AM – 1:00 AM,Sunday: 6:00 AM – 1:00 AM",01/12/2021      ,17:22:29        ,-96.649724,33.115886
1782,Kroger Pharmacy 578,25287567,Pharmacy,,2608 W Fm 544,Wylie,Collin,0,0,0,0,0,0,0,(972) 244-7681,http://www.kroger.com/stores/details/035/00578?cid=loc_03500578PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,08:56:19        ,-96.575067,33.010863
1783,Kroger Pharmacy 589,30035103,Pharmacy,,4650 W University Dr,Prosper,Collin,0,0,0,0,0,0,0,(972) 346-5244,http://www.kroger.com/stores/details/035/00589?cid=loc_03500589PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/12/2021      ,11:09:26        ,-96.877294,33.219121
1784,Kroger Pharmacy 488,25205675,Pharmacy,,1707 W University Dr,Mckinney,Collin,0,0,0,0,0,0,0,(972) 548-9633,http://www.kroger.com/stores/details/011/00488?cid=loc_01100488PP_gmb,,"Monday: 8:00 AM – 7:00 PM,Tuesday: 8:00 AM – 7:00 PM,Wednesday: 8:00 AM – 7:00 PM,Thursday: 8:00 AM – 7:00 PM,Friday: 8:00 AM – 7:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/11/2021      ,15:08:22        ,-96.632602,33.216503
1785,Kroger Pharmacy 546,25205698,Pharmacy,,4851 Legacy Drive,Frisco,Collin,0,0,0,0,0,0,0,(972) 377-0251,http://www.kroger.com/stores/details/035/00546?cid=loc_03500546PP_gmb,,,01/12/2021      ,14:43:28        ,-96.840348,33.118175
1786,Kroger Pharmacy 588,25205717,Pharmacy,,9140 Forest Ln,Dallas,Dallas,0,0,0,0,0,0,0,(214) 221-0978,http://www.kroger.com/stores/details/035/00588?cid=loc_03500588PP_gmb,,,01/15/2021      ,20:33:50        ,-96.745799,32.909002
1787,Kroger Pharmacy 311,25205594,Pharmacy,,9330 Jones Rd,Houston,Harris,0,0,0,0,0,0,0,(281) 894-4859,http://www.kroger.com/stores/details/034/00311?cid=loc_03400311PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,11:08:49        ,-95.584508,29.907886
1788,Kroger Pharmacy 396,25205651,Pharmacy,,6350 N Eldridge Pkwy,Houston,Harris,0,0,20,0,20,0,20,(713) 896-8487,http://www.kroger.com/stores/details/034/00396?cid=loc_03400396PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/14/2021      ,18:21:40        ,-95.608253,29.865195
1789,Kroger Pharmacy 395,25205650,Pharmacy,,360 Cypress Creek Pkwy,Houston,Harris,0,0,0,0,0,0,0,(281) 397-6622,http://www.kroger.com/stores/details/034/00395?cid=loc_03400395PP_gmb,,,01/15/2021      ,20:20:57        ,-95.434862,30.019637
1790,Kroger Pharmacy 275,25205586,Pharmacy,,13133 Veterans Memorial Dr,Houston,Harris,0,0,30,0,30,0,30,(281) 440-7456,http://www.kroger.com/stores/details/034/00275?cid=loc_03400275PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,19:15:43        ,-95.490574,29.977524
1791,Kroger Pharmacy 362,25205629,Pharmacy,,17455 Spring Cypress Rd,Cypress,Harris,0,0,0,0,0,0,0,(281) 304-0971,http://www.kroger.com/stores/details/034/00362?cid=loc_03400362PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/12/2021      ,15:57:48        ,-95.690613,29.972481
1792,Kroger Pharmacy 374,25205637,Pharmacy,,8550 Highway 6 N,Houston,Harris,0,0,0,0,0,0,0,(281) 463-2409,http://www.kroger.com/stores/details/034/00374?cid=loc_03400374PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,16:44:00        ,-95.631595,29.901436
1793,Kroger Pharmacy 415,25205657,Pharmacy,,1617 W Henderson St,Cleburne,Johnson,0,0,0,0,0,0,0,(817) 641-0700,http://www.kroger.com/stores/details/024/00711?cid=loc_02400711PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,08:52:59        ,-97.413589,32.338355
1794,Kroger Pharmacy 363,25205630,Pharmacy,,9919 Westheimer Elmside,Houston,Harris,0,0,0,0,0,0,0,(713) 532-5858,http://www.kroger.com/stores/details/011/00363?cid=loc_01100363PP_gmb,,,01/15/2021      ,16:36:05        ,-95.544673,29.736994
1795,Kroger Pharmacy 590,25205718,Pharmacy,,1004 S Crowley Rd,Crowley,Tarrant,0,0,0,0,0,0,0,(817) 297-0006,http://www.kroger.com/stores/details/035/00590?cid=loc_03500590PP_gmb,,,01/14/2021      ,09:12:24        ,-97.352325,32.562919
1796,Kroger Pharmacy 536,25205691,Pharmacy,,6650 N Beach,Fort Worth,Tarrant,0,0,0,0,0,0,0,(817) 788-1757,http://www.kroger.com/stores/details/035/00536?cid=loc_03500536PP_gmb,,,,,-97.289893,32.861344
1797,Kroger Pharmacy 844,25205744,Pharmacy,,708 E Pipeline Rd,Hurst,Tarrant,0,0,0,0,0,0,0,(817) 285-8851,http://www.kroger.com/stores/details/035/00844?cid=loc_03500844PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,13:01:09        ,-97.159111,32.823502
1798,Kroger Pharmacy 695,25205725,Pharmacy,,5701 W Pleasant Ridge Rd,Arlington,Tarrant,0,0,0,0,0,0,0,(817) 483-0354,http://www.kroger.com/stores/details/035/00695?cid=loc_03500695PP_gmb,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,14:33:58        ,-97.193172,32.681656
1799,Kroger Pharmacy 530,30035121,Pharmacy,,1653 Basswood Blvd,Fort Worth,Tarrant,0,0,0,0,0,0,0,(682) 316-6387,http://www.kroger.com/stores/details/035/00530?cid=loc_03500530PP_gmb,,,01/14/2021      ,10:36:58        ,-97.340184,32.870978
1800,Kroger Pharmacy 512,25205682,Pharmacy,,2110 E Southlake Blvd,Southlake,Tarrant,0,0,0,0,0,0,0,(817) 421-7487,http://www.kroger.com/stores/details/035/00460?cid=loc_03500460PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/11/2021      ,15:05:36        ,-97.121509,32.942873
1801,Kroger Pharmacy 576,30035086,Pharmacy,,4750 W Bailey Boswell Rd,Fort Worth,Tarrant,0,0,0,0,0,0,0,(682) 316-7508,http://www.kroger.com/stores/details/026/00576?cid=loc_02600576PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/14/2021      ,09:15:00        ,-97.395517,32.880973
1802,Kroger Pharmacy 538,25205693,Pharmacy,,2350 Se Green Oaks Blvd,Arlington,Tarrant,0,0,0,0,0,0,0,(817) 419-0312,http://www.kroger.com/stores/details/035/00538?cid=loc_03500538PP_gmb,,,01/15/2021      ,09:18:00        ,-97.066422,32.660312
1803,Kroger Pharmacy 594,25233219,Pharmacy,,3300 E Broad St,Mansfield,Tarrant,0,0,0,0,0,0,0,(817) 435-5418,http://www.kroger.com/stores/details/035/00594?cid=loc_03500594PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",,,-97.083957,32.57566
1804,Kroger Pharmacy 535,25295361,Pharmacy,,9150 N Tarrant Pkwy,North Richland Hills,Tarrant,0,0,0,0,0,0,0,(817) 918-3387,http://www.kroger.com/stores/details/035/00535?cid=loc_03500535PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,16:24:24        ,-97.188689,32.903738
1805,Kroger Pharmacy 543,25205695,Pharmacy,,945 W Lamar Blvd,Arlington,Tarrant,0,0,0,0,0,0,0,(817) 277-2144,http://www.kroger.com/stores/details/035/00543?cid=loc_03500543PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,09:19:52        ,-97.118889,32.761837
1806,Kroger Pharmacy 562,25287566,Pharmacy,,12600 N Beach St,Fort Worth,Tarrant,0,0,0,0,0,0,0,(817) 562-3901,http://www.kroger.com/stores/details/035/00562?cid=loc_03500562PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,10:48:57        ,-97.281304,32.955792
1807,Kroger Pharmacy 224,25205578,Pharmacy,,3510 Altamesa Blvd,Fort Worth,Tarrant,0,0,0,0,0,0,0,(817) 292-3777,http://www.kroger.com/stores/details/035/00224?cid=loc_03500224PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",,,-97.366626,32.649878
1808,Kroger Pharmacy 542,25233216,Pharmacy,,3300 Texas Sage Trl,Fort Worth,Tarrant,0,0,0,0,0,0,0,(817) 750-2041,http://www.kroger.com/stores/details/035/00542?cid=loc_03500542PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,09:57:24        ,-97.309359,32.911982
1809,Kroger Pharmacy 851,25205745,Pharmacy,,2210 S Fielder Rd,Arlington,Tarrant,0,0,0,0,0,0,0,(817) 277-3533,http://www.kroger.com/stores/details/026/00851?cid=loc_02600851PP_gmb,,,01/14/2021      ,15:35:08        ,-97.132007,32.707845
1810,Kroger Pharmacy 537,25205692,Pharmacy,,2061 Rufe Snow Dr,Keller,Tarrant,0,0,0,0,0,0,0,(817) 605-8728,http://www.kroger.com/stores/details/026/00537?cid=loc_02600537PP_gmb,,,01/14/2021      ,10:03:52        ,-97.238449,32.897089
1811,Kroger Pharmacy 300,25205587,Pharmacy,,1950 El Dorado Blvd,Houston,Harris,0,0,0,0,0,0,0,(614) 416-6420,http://www.kroger.com/stores/details/016/00522?cid=loc_01600522PP_gmb,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 10:00 AM – 6:00 PM",01/13/2021      ,08:55:17        ,-95.121509,29.578227
1812,Kroger Pharmacy 520,25287564,Pharmacy,,3120 S University Dr,Fort Worth,Tarrant,0,0,0,0,0,0,0,(817) 566-7861,http://www.kroger.com/stores/details/018/00520?cid=loc_01800520PP_gmb,,,01/10/2021      ,16:16:36        ,-97.360456,32.704513
1813,Kroger Pharmacy 336,25205612,Pharmacy,,22150 Westheimer Pkwy,Katy,Harris,0,0,0,0,0,0,0,(281) 828-8778,http://www.kroger.com/stores/details/034/00136?cid=loc_03400136PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 6:00 PM",01/15/2021      ,16:30:40        ,-95.754499,29.734187
